관서명,구분,명칭,시도,시군구,상세주소,주소
금광,파출소,금광파출소,경기도,안성시,금광면 금광초교길 38,경기도 안성시 금광면 금광초교길 38
보개,파출소,보개파출소,경기도,안성시,보개면 보개원삼로 220-1,경기도 안성시 보개면 보개원삼로 220-1
내리,지구대,내리지구대,경기도,안성시,대학6길 34,경기도 안성시 대학6길 34
원곡,파출소,원곡파출소,경기도,안성시,원곡면 가천중앙1길 44,경기도 안성시 원곡면 가천중앙1길 44
양성,파출소,양성파출소,경기도,안성시,양성면 장터길 35,경기도 안성시 양성면 장터길 35
일죽,파출소,일죽파출소,경기도,안성시,일죽면 주래본죽로 28,경기도 안성시 일죽면 주래본죽로 28
죽산,파출소,죽산파출소,경기도,안성시,죽산면 죽주로 241,경기도 안성시 죽산면 죽주로 241
홍문,지구대,홍문지구대,경기도,여주시,세종로2,경기도 여주시 세종로2
점동,파출소,점동파출소,경기도,여주시,점동면 청안로118,경기도 여주시 점동면 청안로118
가남,파출소,가남파출소,경기도,여주시,가남읍 태평2길 23,경기도 여주시 가남읍 태평2길 23
세종대왕,파출소,세종대왕파출소,경기도,여주시,능서면 마장로 61,경기도 여주시 능서면 마장로 61
흥천,파출소,흥천파출소,경기도,여주시,흥천면 효자로 144,경기도 여주시 흥천면 효자로 144
금사,파출소,금사파출소,경기도,여주시,금사면 이포로 41,경기도 여주시 금사면 이포로 41
산북,파출소,산북파출소,경기도,여주시,산북면 금품1로 2,경기도 여주시 산북면 금품1로 2
대신,파출소,대신파출소,경기도,여주시,대신면 여양로 1436,경기도 여주시 대신면 여양로 1436
북내,파출소,북내파출소,경기도,여주시,북내면 여양2로 300,경기도 여주시 북내면 여양2로 300
강천,파출소,강천파출소,경기도,여주시,강천면 강문로 566,경기도 여주시 강천면 강문로 566
오학,파출소,오학파출소,경기도,여주시,현암동 217-7,경기도 여주시 현암동 217-7
양근,지구대,양근지구대,경기도,양평군,양평읍 해오름길 11,경기도 양평군 양평읍 해오름길 11
강상,파출소,강상파출소,경기도,양평군,강상면 양평대교길 91,경기도 양평군 강상면 양평대교길 91
강하,파출소,강하파출소,경기도,양평군,강하면 운심길 46,경기도 양평군 강하면 운심길 46
용문,파출소,용문파출소,경기도,양평군,용문면 용문역길 71,경기도 양평군 용문면 용문역길 71
지평,파출소,지평파출소,경기도,양평군,지평면 지평의병로 91,경기도 양평군 지평면 지평의병로 91
단월,파출소,단월파출소,경기도,양평군,단월면 재인동길 2-6,경기도 양평군 단월면 재인동길 2-6
청운,파출소,청운파출소,경기도,양평군,청운면 용두로 140,경기도 양평군 청운면 용두로 140
양서,파출소,양서파출소,경기도,양평군,양서면 양수로 152번길 6,경기도 양평군 양서면 양수로 152번길 6
서종,파출소,서종파출소,경기도,양평군,서종면 무내미길 45,경기도 양평군 서종면 무내미길 45
옥천,파출소,옥천파출소,경기도,양평군,옥천면 옥천길 27,경기도 양평군 옥천면 옥천길 27
양동,파출소,양동파출소,경기도,양평군,양동면 학둔지아래길 72,경기도 양평군 양동면 학둔지아래길 72
개군,파출소,개군파출소,경기도,양평군,개군면 하자포길 25,경기도 양평군 개군면 하자포길 25
금오,지구대,금오지구대,경기도,의정부시,추동로108번길 1,경기도 의정부시 추동로108번길 1
신곡,지구대,신곡지구대,경기도,의정부시,경의로 119,경기도 의정부시 경의로 119
가능,지구대,가능지구대,경기도,의정부시,호국로 1171,경기도 의정부시 호국로 1171
송산,지구대,송산지구대,경기도,의정부시,용민로 119,경기도 의정부시 용민로 119
호원,지구대,호원지구대,경기도,의정부시,평화로 159,경기도 의정부시 평화로 159
녹양,지구대,녹양지구대,경기도,의정부시,체육로 260,경기도 의정부시 체육로 260
민락,지구대,민락지구대,경기도,의정부시,민락로 356,경기도 의정부시 민락로 356
화정,지구대,화정지구대,경기도,고양시,덕양구 은빛로 80,경기도 고양시 덕양구 은빛로 80
행신,지구대,행신지구대,경기도,고양시,덕양구 중앙로 541-18,경기도 고양시 덕양구 중앙로 541-18
원당,지구대,원당지구대,경기도,고양시,덕양구 호국로 790번길 105,경기도 고양시 덕양구 호국로 790번길 105
신도,지구대,신도지구대,경기도,고양시,덕양구 신도길 6,경기도 고양시 덕양구 신도길 6
고양,파출소,고양파출소,경기도,고양시,덕양구 벽제관로 3,경기도 고양시 덕양구 벽제관로 3
관산,파출소,관산파출소,경기도,고양시,덕양구 통일로 782,경기도 고양시 덕양구 통일로 782
행신3,파출소,행신3파출소,경기도,고양시,덕양구 중앙로558번길 90,경기도 고양시 덕양구 중앙로558번길 90
화전,파출소,화전파출소,경기도,고양시,덕양구 중앙로 219,경기도 고양시 덕양구 중앙로 219
도래울,지구대,도래울지구대,경기도,고양시,도내동 922-1,경기도 고양시 도내동 922-1
마두,지구대,마두지구대,경기도,고양시,일산동구 노루목로 116,경기도 고양시 일산동구 노루목로 116
백석,지구대,백석지구대,경기도,고양시,일산동구 장백로 76,경기도 고양시 일산동구 장백로 76
풍사,파출소,풍사파출소,경기도,고양시,일산동구 숲속마을로 54,경기도 고양시 일산동구 숲속마을로 54
중산,지구대,중산지구대,경기도,고양시,일산동구 중산로 220,경기도 고양시 일산동구 중산로 220
탄현,지구대,탄현지구대,경기도,고양시,일산서구 현중로36번길 1,경기도 고양시 일산서구 현중로36번길 1
대화,지구대,대화지구대,경기도,고양시,일산서구 일산로 670,경기도 고양시 일산서구 일산로 670
주엽,지구대,주엽지구대,경기도,고양시,일산서구 강성로 107,경기도 고양시 일산서구 강성로 107
가좌,파출소,가좌파출소,경기도,고양시,일산서구 가좌로 24,경기도 고양시 일산서구 가좌로 24
일산,파출소,일산파출소,경기도,고양시,일산서구 하늘마을로 190,경기도 고양시 일산서구 하늘마을로 190
화도,지구대,화도지구대,경기도,남양주시,화도읍 창현로 8,경기도 남양주시 화도읍 창현로 8
천마,파출소,천마파출소,경기도,남양주시,화도읍 묵현로25번길 39-1,경기도 남양주시 화도읍 묵현로25번길 39-1
다산1,파출소,다산1파출소,경기도,남양주시,경춘로 경춘로439-1,경기도 남양주시 경춘로 경춘로439-1
다산2,지구대,다산2지구대,경기도,남양주시,다산지금로 146번길 36,경기도 남양주시 다산지금로 146번길 36
와부,파출소,와부파출소,경기도,남양주시,와부읍 덕소로 63,경기도 남양주시 와부읍 덕소로 63
호평,파출소,호평파출소,경기도,남양주시,호평로68번길 11,경기도 남양주시 호평로68번길 11
금곡,파출소,금곡파출소,경기도,남양주시,금곡로 57,경기도 남양주시 금곡로 57
평내,파출소,평내파출소,경기도,남양주시,경춘로 1211,경기도 남양주시 경춘로 1211
조안,파출소,조안파출소,경기도,남양주시,조안면 북한강로 131,경기도 남양주시 조안면 북한강로 131
수동,파출소,수동파출소,경기도,남양주시,수동면 비룡로 808,경기도 남양주시 수동면 비룡로 808
진접,파출소,진접파출소,경기도,남양주시,진접읍 장현로 113,경기도 남양주시 진접읍 장현로 113
별내,파출소,별내파출소,경기도,남양주시,두물로 11,경기도 남양주시 두물로 11
오남,파출소,오남파출소,경기도,남양주시,진건읍 진건오남로 595-14,경기도 남양주시 진건읍 진건오남로 595-14
해밀,파출소,해밀파출소,경기도,남양주시,진접읍 해밀예당1로 251,경기도 남양주시 진접읍 해밀예당1로 251
진건,파출소,진건파출소,경기도,남양주시,진건읍 진건오남로 5,경기도 남양주시 진건읍 진건오남로 5
퇴계원,파출소,퇴계원파출소,경기도,남양주시,퇴계원면 퇴계원로 58-7,경기도 남양주시 퇴계원면 퇴계원로 58-7
청학,파출소,청학파출소,경기도,남양주시,"별내면 청학로68번길 8,","경기도 남양주시 별내면 청학로68번길 8,"
금촌,지구대,금촌지구대,경기도,파주시,새꽃로 212,경기도 파주시 새꽃로 212
문산,지구대,문산지구대,경기도,파주시,문산읍 개포래로 50-4,경기도 파주시 문산읍 개포래로 50-4
야당,지구대,야당지구대,경기도,파주시,한울로 55-1,경기도 파주시 한울로 55-1
호수,지구대,호수지구대,경기도,파주시,해솔로 84,경기도 파주시 해솔로 84
교하,파출소,교하파출소,경기도,파주시,교하로 1431-2,경기도 파주시 교하로 1431-2
파주,파출소,파주파출소,경기도,파주시,파주읍 향교말길 26,경기도 파주시 파주읍 향교말길 26
법원,파출소,법원파출소,경기도,파주시,법원읍 사임당로905번길 40,경기도 파주시 법원읍 사임당로905번길 40
조리,파출소,조리파출소,경기도,파주시,조리읍 봉천로 55,경기도 파주시 조리읍 봉천로 55
광탄,파출소,광탄파출소,경기도,파주시,광탄면 동거리길 25-7,경기도 파주시 광탄면 동거리길 25-7
적성,파출소,적성파출소,경기도,파주시,적성면 청송로 1003,경기도 파주시 적성면 청송로 1003
탄현,파출소,탄현파출소,경기도,파주시,탄현면 방촌로 669,경기도 파주시 탄현면 방촌로 669
파평,파출소,파평파출소,경기도,파주시,적성면 청송로 198,경기도 파주시 적성면 청송로 198
월롱,파출소,월롱파출소,경기도,파주시,월롱면 휴암로 3,경기도 파주시 월롱면 휴암로 3
회천,지구대,회천지구대,경기도,양주시,회정로 133,경기도 양주시 회정로 133
고읍,지구대,고읍지구대,경기도,양주시,고읍로 83,경기도 양주시 고읍로 83
덕계,지구대,덕계지구대,경기도,양주시,평화로 1427,경기도 양주시 평화로 1427
광적,파출소,광적파출소,경기도,양주시,광적면 가래비길 54,경기도 양주시 광적면 가래비길 54
백석,파출소,백석파출소,경기도,양주시,백석읍 꿈나무로 142,경기도 양주시 백석읍 꿈나무로 142
장흥,파출소,장흥파출소,경기도,양주시,장흥면 호국로 179,경기도 양주시 장흥면 호국로 179
남면,파출소,남면파출소,경기도,양주시,남면 개나리길 50,경기도 양주시 남면 개나리길 50
주내,파출소,주내파출소,경기도,양주시,부흥로 1613,경기도 양주시 부흥로 1613
옥정,지구대,옥정지구대,경기도,양주시,옥정로8길 62,경기도 양주시 옥정로8길 62
은현,파출소,은현파출소,경기도,양주시,은현면 은현로55번길 6,경기도 양주시 은현면 은현로55번길 6
송내,지구대,송내지구대,경기도,동두천시,중앙로 157,경기도 동두천시 중앙로 157
중앙,파출소,중앙파출소,경기도,동두천시,중앙로 393,경기도 동두천시 중앙로 393
생연,파출소,생연파출소,경기도,동두천시,생연로 99,경기도 동두천시 생연로 99
광암,파출소,광암파출소,경기도,동두천시,광암로 10,경기도 동두천시 광암로 10
소요,파출소,소요파출소,경기도,동두천시,평화로 2695,경기도 동두천시 평화로 2695
