Center_Name,County,City,Address,Latitude,Longitude
큐브(CUBE),경기도,안성시,공도읍 서동대로 4290-12,37.0032549,127.1804652
삼안카서비스,경기도,안성시,미양면 강덕1길 171,36.9618063,127.2255256
평택히아브,경기도,안성시,원곡면 원당로 191,37.0328289,127.1633609
현대유성공업사,경기도,안성시,삼죽면 삼죽로 29,37.0668036,127.3708989
현대카,경기도,안성시,삼죽면 삼죽로 193,37.0758224,127.382143
탑스모빌,경기도,안성시,대덕면 소사길 172,37.0424044,127.2166614
뉴현대자동차정비,경기도,안성시,안성맞춤대로 1224-3,37.0221278,127.2673437
친절현대서비스,경기도,안성시,죽산면 장원남산길 56,37.0711129,127.4280682
위드모터스,경기도,안성시,대덕면 중앙로 112,37.0122806,127.2413713
다한모터스,경기도,안성시,공도읍 서동대로 4010,36.9974108,127.1514216
정진카 서비스,경기도,안성시,원곡면 청원로 1886,37.0357426,127.1266625
㈜한성특장 안성지점,경기도,안성시,미양면 신두만곡로 893,36.9745331,127.2516725
광덕모터스,경기도,안성시,안성맞춤대로 1341,37.0313479,127.2620918
중부종합자동차검사소,경기도,안성시,죽산면 장원남산길 27,37.0740666,127.4275047
안성커먼레일,경기도,안성시,안성맞춤대로 1351,37.0320583,127.2618352
안성자동차정비공업사,경기도,안성시,보개면 보개원삼로 230,37.0239694,127.2892678
안성자동차정비공업사,경기도,안성시,보개면 보개원삼로 230,37.0239694,127.2892678
㈜서주모터스,부산광역시,동래구,금강로106번길 15,35.2183027,129.0800464
공임나라 온천점,부산광역시,동래구,아시아드대로 201-2,35.2023917,129.0655287
제연종합정비,부산광역시,동래구,여고로 68,35.1959351,129.0713821
사람과 자동차,부산광역시,동래구,시실로 170,35.2086963,129.0982811
타이어프로 사직점,부산광역시,동래구,중앙대로1267번길 5,35.1999612,129.0775228
주식회사 유익모터스 낙민점,부산광역시,동래구,반송로 131,35.1944275,129.0916435
세븐카플러스 정비,부산광역시,동래구,안남로 97,35.1933196,129.1027532
안정카센터,부산광역시,동래구,명륜로250번길 5,35.215798,129.0844168
신일정비,부산광역시,동래구,반송로222,35.2004551,129.09836
자용카닥터,부산광역시,동래구,안락로 42,35.1999564,129.1016337
